,order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
987460,2152523,59364,prior,18,4,14,12.0
632776,759842,38122,prior,34,4,21,3.0
3030309,2296908,182833,prior,9,0,18,11.0
1822453,2223698,109441,prior,2,3,10,12.0
3128499,1773233,188610,prior,3,0,9,30.0
2478238,1569669,149137,prior,10,2,15,13.0
2515002,1017941,151397,prior,5,6,12,5.0
1023706,2454915,61542,prior,28,5,11,5.0
1418506,2489524,85203,prior,83,1,18,0.0
3370866,1366592,203160,prior,15,5,9,5.0
2638949,1000455,158881,prior,28,0,11,30.0
2337421,2451476,140724,prior,4,2,11,2.0
2437634,543172,146678,prior,16,2,23,11.0
672116,1095170,40534,prior,23,5,15,5.0
3228311,1723560,194605,prior,29,6,2,4.0
2199068,1396029,132387,prior,5,0,20,11.0
153223,1893264,9214,prior,15,0,13,17.0
1796052,1333823,107875,prior,9,4,9,4.0
820514,2262022,49340,train,4,2,11,14.0
3052306,654329,184102,prior,22,3,11,7.0
2288527,2306448,137834,test,60,6,23,4.0
1856233,1573898,111429,prior,6,3,14,4.0
1548603,876302,93035,prior,27,6,23,14.0
2466040,3322819,148393,prior,30,1,15,3.0
3019925,1348297,182253,prior,8,0,8,7.0
1351370,1581208,81210,prior,7,2,14,0.0
2429058,1734261,146151,prior,8,1,15,12.0
3270400,3342867,197127,prior,7,1,10,7.0
1046867,3154620,63012,prior,2,2,20,20.0
3000023,87556,181007,prior,3,1,15,12.0
855052,3168710,51381,prior,3,3,1,20.0
466511,1902603,28117,prior,20,4,17,8.0
1425225,2917001,85630,prior,1,3,15,
220706,1773831,13334,prior,76,5,9,7.0
1679691,2827283,100828,test,22,2,8,9.0
1107325,359662,66623,prior,8,2,14,30.0
3088685,2818339,186274,prior,9,3,20,30.0
1283745,554588,77197,prior,19,4,10,6.0
1964521,2512290,117991,prior,1,2,17,
733747,2687466,44164,prior,3,0,21,2.0
2772114,1852666,167132,prior,11,0,14,11.0
1856341,1179887,111432,prior,24,5,8,3.0
3407048,2744995,205357,prior,27,1,9,3.0
206089,1701646,12449,prior,23,1,15,5.0
15570,2492132,968,prior,35,3,18,2.0
1374175,2721929,82569,prior,6,3,1,2.0
94239,611774,5705,prior,11,4,11,4.0
2584477,2297009,155568,prior,9,6,9,8.0
2055295,243383,123515,prior,8,1,13,4.0
2318316,744202,139609,prior,11,4,13,15.0
2907154,1044780,175408,prior,4,1,15,4.0
2073306,3020674,124650,test,5,1,8,30.0
845718,2020191,50810,prior,1,2,14,
1665288,2068177,99967,prior,13,0,14,12.0
1437039,2424211,86370,prior,7,2,11,2.0
1415268,2146266,85028,prior,15,3,9,7.0
2121879,1281799,127610,prior,3,2,18,30.0
1043133,1036048,62792,prior,20,0,8,7.0
2420309,2329426,145628,prior,31,4,16,2.0
3009991,617574,181635,prior,1,0,11,
2144416,1379936,129007,prior,4,5,13,14.0
443325,2116385,26677,prior,1,0,17,
1698727,2077626,101965,prior,13,4,19,2.0
1780476,771612,106897,prior,32,3,0,2.0
529968,1873623,31963,prior,14,3,16,29.0
1428346,3146526,85826,prior,23,5,20,14.0
450304,2385651,27105,test,5,0,9,30.0
1340030,276912,80504,prior,14,1,14,11.0
1946972,474368,116910,prior,24,0,22,7.0
2818723,3034360,170056,prior,2,3,7,4.0
1853379,1093094,111255,prior,6,5,16,26.0
777480,1090572,46727,prior,2,1,9,11.0
1449292,2779637,87076,prior,33,0,1,6.0
1023467,1375002,61525,prior,21,0,14,28.0
439795,1582037,26453,prior,26,2,13,8.0
1232509,992658,74070,train,9,1,13,10.0
2955668,3296165,178353,prior,8,4,14,30.0
2995805,622509,180743,prior,70,5,15,1.0
769540,1557826,46252,prior,28,5,18,7.0
1767665,1711800,106117,prior,5,5,11,1.0
844005,1893213,50701,prior,7,0,11,15.0
1446132,1888999,86896,prior,3,4,7,3.0
1847655,970781,110899,prior,49,5,14,3.0
2369174,2363365,142605,prior,4,6,23,7.0
436476,1530081,26220,prior,13,1,22,10.0
1795681,1053694,107847,prior,7,3,14,6.0
285457,1904118,17253,prior,25,0,10,5.0
2679660,307982,161366,prior,6,4,13,4.0
1329388,1942931,79873,prior,8,6,8,7.0
586353,2575108,35332,prior,13,3,16,30.0
1106468,599054,66583,prior,14,4,12,2.0
1187884,2979841,71401,prior,55,2,10,15.0
1007887,1921743,60562,prior,18,1,7,15.0
3374358,1359052,203341,prior,70,0,8,5.0
1018099,2769796,61195,prior,3,6,11,14.0
1826595,1666978,109710,prior,25,0,11,5.0
596945,1691252,35983,prior,21,3,17,15.0
996432,615694,59880,prior,27,2,7,1.0
2504916,383568,150791,prior,7,5,10,5.0
720188,1277909,43359,prior,7,3,9,4.0
2151874,2756525,129447,prior,20,2,15,7.0
3232503,3058140,194856,prior,9,4,18,19.0
615046,429740,37086,prior,3,5,10,3.0
251145,1144688,15182,prior,58,6,19,0.0
1626321,548219,97655,prior,26,5,8,2.0
1008273,694520,60575,prior,2,0,15,19.0
2283164,2078155,137512,prior,2,1,16,30.0
1542577,3352567,92646,train,40,4,19,6.0
3089597,1232744,186335,prior,40,5,11,4.0
2781804,2801472,167715,prior,5,1,22,22.0
228641,3393544,13837,prior,1,1,8,
1167177,1415432,70154,prior,19,5,11,7.0
877987,123355,52767,prior,70,4,11,3.0
3383749,2158588,203911,prior,6,2,13,15.0
3029743,1351104,182799,prior,18,0,11,6.0
2707026,2417457,163038,prior,24,1,15,13.0
2977821,2231970,179715,prior,44,2,13,5.0
1535119,44447,92198,prior,5,5,19,3.0
1711772,2658366,102773,prior,4,5,21,5.0
3116465,1212965,187922,prior,20,3,15,0.0
2943521,995928,177611,prior,13,3,19,28.0
2794072,2086151,168542,prior,41,2,15,2.0
1079756,1355654,65059,prior,7,4,8,16.0
2260392,1840664,136130,prior,19,3,13,3.0
2876725,1980841,173578,prior,1,0,11,
2596304,2958277,156306,prior,7,1,17,30.0
29667,2033696,1829,prior,2,0,13,30.0
638515,297661,38472,prior,10,6,7,1.0
2047270,2957917,123016,prior,41,5,12,4.0
2970897,661930,179310,prior,32,0,23,4.0
3027849,2553659,182693,prior,1,0,9,
1167942,2644617,70212,prior,27,2,11,12.0
2015516,2401883,121100,prior,4,2,7,6.0
3153601,2625299,190179,prior,6,3,14,7.0
718938,3100791,43291,prior,13,6,17,7.0
945548,2721234,56729,prior,8,0,9,1.0
1825004,99708,109601,train,6,3,10,30.0
2130843,2579612,128151,prior,13,2,11,4.0
35310,358635,2193,prior,47,5,11,5.0
2914397,3276170,175804,prior,4,6,18,2.0
488000,1580071,29439,prior,9,6,12,18.0
2689320,299876,161969,prior,31,5,15,5.0
2744737,2297503,165377,prior,36,0,14,7.0
490173,1985355,29572,prior,2,4,16,9.0
2956584,2818548,178425,prior,11,0,10,0.0
25062,1123554,1549,prior,83,4,22,9.0
445599,1933833,26806,prior,3,2,16,30.0
2936422,1958091,177155,prior,2,6,12,7.0
1283277,230062,77171,prior,54,6,17,4.0
3353804,1664068,202163,prior,11,4,11,7.0
1799441,1124321,108078,prior,2,5,15,5.0
824448,2404082,49574,prior,7,4,13,14.0
605128,1510705,36495,prior,30,6,14,6.0
593129,268927,35748,prior,42,4,7,6.0
853404,2875648,51280,prior,9,0,11,7.0
2042368,1253261,122728,prior,5,2,18,5.0
1119839,1175018,67375,prior,5,3,21,30.0
1274036,1084836,76601,prior,3,0,17,3.0
2534442,972247,152481,prior,14,2,14,3.0
2461595,965894,148160,prior,2,1,16,30.0
1732363,1334516,103994,prior,14,6,17,7.0
2619775,742609,157719,prior,20,6,8,4.0
668212,1256183,40260,prior,1,5,18,
43262,438658,2659,prior,7,1,16,2.0
1067674,1498237,64309,prior,5,2,9,13.0
942507,3393638,56542,prior,15,0,23,13.0
1632284,660240,97995,prior,16,1,11,7.0
1697363,1164852,101875,train,5,0,19,27.0
55251,498497,3438,prior,54,3,9,11.0
1224618,2414948,73596,prior,46,4,12,2.0
190157,2989924,11510,prior,11,1,9,30.0
1379132,880132,82885,prior,2,0,9,7.0
241325,2489635,14603,prior,12,4,21,6.0
2625628,2827431,158082,prior,30,1,10,7.0
949635,855890,56973,prior,3,1,16,1.0
959496,335311,57595,prior,4,1,8,29.0
2996625,1900986,180793,prior,85,4,10,1.0
277972,1082327,16788,prior,42,6,15,7.0
538451,3017910,32463,prior,34,4,17,1.0
1309500,1953055,78713,prior,2,5,11,3.0
3232107,1406893,194841,prior,18,3,10,2.0
391634,741192,23527,prior,17,6,15,14.0
541881,1183472,32665,prior,13,5,16,9.0
3345836,2399172,201677,prior,1,1,5,
1522029,1313424,91433,prior,22,0,15,7.0
2137441,337841,128556,prior,20,2,9,6.0
1332249,753006,80040,prior,1,5,17,
1649260,1979406,99029,prior,6,0,11,15.0
1039283,2625691,62556,prior,31,0,11,5.0
705198,729746,42481,prior,7,6,12,6.0
249812,1202407,15106,prior,3,5,14,6.0
3206473,2930366,193337,prior,1,0,22,
1707909,3110605,102539,prior,16,6,12,14.0
611254,974867,36851,prior,2,1,14,30.0
520526,2398953,31380,train,5,6,8,7.0
2626732,228302,158144,prior,7,6,12,7.0
1355894,1274009,81487,prior,49,6,9,8.0
2644694,1259592,159223,prior,54,0,12,4.0
900719,1445189,54095,prior,66,5,9,3.0
3397104,2150027,204715,prior,56,5,18,5.0
3302013,3148083,198989,prior,22,4,9,8.0
1987154,924593,119357,prior,45,1,16,1.0
3013787,2349523,181873,prior,12,6,9,7.0
1451445,3131533,87208,prior,15,0,6,13.0
1274399,249689,76640,prior,4,4,13,30.0
1279748,1779512,76959,prior,10,5,8,18.0
803750,3318174,48344,prior,2,6,16,28.0
3085471,2570389,186063,prior,14,1,11,6.0
3417366,3359219,205976,prior,14,2,10,15.0
2256172,627,135886,prior,41,4,18,6.0
3211862,1878201,193647,prior,73,4,17,4.0
1898071,2834847,113965,prior,8,1,12,5.0
32499,1526193,2002,prior,7,3,13,30.0
529070,3167881,31903,prior,28,0,16,5.0
116212,907970,7020,prior,5,2,13,0.0
2204044,3329396,132724,prior,15,2,20,13.0
2406587,989965,144841,prior,7,2,12,14.0
2143654,1000742,128949,prior,36,3,17,1.0
2623365,2008559,157948,prior,10,0,10,30.0
1256992,1677657,75605,prior,2,2,12,30.0
2412639,3122931,145183,prior,15,0,11,9.0
3339609,1643644,201312,prior,18,6,11,4.0
1407144,2028576,84526,prior,27,1,12,5.0
42232,3039490,2600,prior,2,2,8,9.0
1913355,2804209,114878,prior,8,4,17,23.0
350787,1390376,21208,prior,11,2,8,30.0
1318347,2677620,79244,prior,2,1,11,30.0
2977282,3294328,179678,prior,23,2,14,5.0
2978545,3002392,179756,prior,2,2,14,9.0
2484340,94112,149528,prior,11,1,13,2.0
735227,934062,44242,prior,17,2,12,26.0
679879,1639366,40997,prior,7,1,16,6.0
2911283,975565,175627,prior,82,1,7,17.0
1550177,3256621,93117,train,4,1,16,29.0
2254963,2181270,135814,prior,53,6,20,0.0
1620466,1977810,97299,prior,32,2,9,20.0
49144,2668869,3038,prior,6,4,13,30.0
1415944,1823997,85068,prior,1,1,12,
2996150,2313902,180767,prior,9,6,19,8.0
130791,3168791,7885,prior,16,2,11,23.0
1304939,2364515,78417,prior,11,4,16,4.0
1428901,1889463,85866,prior,8,5,13,8.0
2135077,835622,128405,prior,5,1,10,7.0
948096,415030,56879,prior,22,1,16,1.0
697547,3214333,42044,prior,70,0,19,3.0
2213307,1102811,133326,prior,6,2,12,1.0
2987195,2641070,180226,train,10,4,11,17.0
1310190,773191,78744,prior,1,5,19,
3107586,500682,187402,prior,4,2,10,3.0
439086,2556279,26408,prior,9,3,9,30.0
2061521,2981289,123940,prior,26,4,7,9.0
191456,3390712,11589,prior,3,0,13,21.0
2183382,1435714,131444,prior,2,5,14,30.0
1546352,1199054,92882,prior,8,0,12,5.0
1528649,1565535,91831,prior,47,4,17,1.0
1615960,137400,97013,prior,54,0,12,1.0
2416323,687863,145413,prior,26,0,11,21.0
1404170,523148,84363,prior,15,6,17,30.0
1958910,201816,117630,prior,15,3,15,5.0
1275675,1115626,76719,prior,18,2,14,0.0
69714,741986,4315,prior,2,2,17,22.0
2841050,1206523,171443,prior,7,4,12,8.0
1806193,1282733,108467,prior,85,2,11,0.0
2770458,3241894,167021,prior,5,5,19,5.0
1962140,3190190,117827,prior,1,0,14,
2024452,1966861,121608,prior,7,4,9,15.0
3148428,1800061,189854,prior,6,6,21,28.0
1018312,992361,61207,prior,25,5,16,30.0
1958138,2754400,117582,prior,3,6,14,8.0
2698093,1355384,162502,prior,10,1,20,3.0
393341,2467819,23627,prior,35,1,10,4.0
2023802,1784806,121578,prior,8,0,14,23.0
1268627,2916643,76290,prior,9,5,12,7.0
361504,3062040,21840,prior,46,4,10,4.0
690326,853727,41607,prior,2,0,13,15.0
2282624,1384179,137472,prior,14,1,8,28.0
1471474,889882,88429,prior,3,4,17,3.0
507880,1116308,30646,train,4,5,15,11.0
395370,1311231,23754,prior,20,6,18,24.0
639167,2550147,38505,prior,9,1,16,0.0
2070064,2072714,124445,test,4,3,12,30.0
407920,1948505,24562,prior,20,6,17,2.0
439603,815839,26441,prior,7,3,11,29.0
3210914,1299678,193584,prior,22,1,14,30.0
832282,572702,50024,prior,75,5,19,0.0
1175936,2655549,70683,prior,2,5,16,25.0
2710321,3144854,163243,test,11,5,20,19.0
1891121,102559,113524,prior,3,0,14,15.0
3122631,1819497,188253,prior,35,6,13,8.0
117512,635170,7108,train,9,0,18,30.0
998527,3306100,59998,prior,10,1,15,7.0
2545644,2335651,153162,train,11,5,11,18.0
1027474,471133,61772,prior,3,1,13,30.0
2097243,1767878,126098,prior,2,4,8,22.0
3046592,2973331,183815,prior,7,5,9,30.0
934440,3365970,56040,prior,17,0,21,10.0
448258,1659206,26982,prior,2,0,16,0.0
72617,1122464,4475,test,11,6,19,30.0
2112579,2318503,127052,prior,6,1,12,30.0
1977982,2487225,118781,prior,21,4,10,4.0
36309,791600,2244,prior,28,0,18,17.0
2745645,127767,165427,prior,48,4,11,6.0
3026416,2994837,182616,prior,34,4,18,3.0
2859402,1534964,172524,train,6,0,8,10.0
1334415,897052,80170,prior,44,0,19,6.0
3139113,270216,189259,prior,8,1,10,14.0
1614251,3397094,96915,prior,9,2,18,30.0
290123,923611,17562,prior,27,0,13,7.0
2021174,2080850,121414,prior,18,5,19,6.0
464693,1607003,27977,prior,41,4,12,3.0
181542,990577,10968,prior,14,2,9,25.0
2940138,217449,177387,prior,28,2,9,19.0
2601703,2230327,156613,train,5,0,15,13.0
367824,2074272,22214,prior,7,4,8,7.0
3202336,158394,193066,prior,2,1,18,16.0
1842572,2432978,110619,prior,46,6,16,2.0
2711285,1902759,163298,prior,4,1,17,30.0
1520074,1452324,91334,prior,12,2,12,13.0
1793734,1795629,107731,prior,32,5,11,4.0
895258,3224184,53759,prior,4,1,12,27.0
2914773,64590,175829,prior,36,2,13,7.0
806818,3095813,48530,prior,4,1,22,30.0
1860217,2122854,111653,test,4,3,14,30.0
2153489,902864,129553,prior,5,5,7,30.0
137365,631326,8265,prior,7,4,19,1.0
1326268,1051311,79672,train,17,4,20,30.0
1243212,599516,74742,prior,12,5,12,9.0
732895,1561247,44113,prior,1,5,18,
752557,158651,45307,prior,3,0,11,14.0
64619,368233,4004,prior,33,1,19,14.0
593699,3273024,35776,prior,16,6,13,28.0
2807030,3023276,169345,prior,22,1,11,9.0
1183637,1576918,71136,prior,3,0,13,6.0
2972295,216443,179379,prior,16,0,16,7.0
1428077,394789,85816,prior,13,4,9,30.0
3105661,3295925,187283,train,13,0,20,11.0
2824285,881304,170395,prior,42,6,10,5.0
2944765,3124690,177692,prior,8,2,13,27.0
3199530,206455,192905,prior,4,2,1,5.0
2854048,631440,172211,prior,20,3,16,2.0
2395295,1771814,144138,prior,2,3,16,30.0
590721,2855712,35586,prior,3,2,20,17.0
333395,1025111,20179,prior,54,2,18,5.0
3084,97396,205,prior,5,5,13,1.0
2981400,629824,179905,prior,2,3,13,6.0
2397038,280481,144242,prior,74,1,1,3.0
168582,2519648,10173,prior,7,5,9,8.0
1443432,632682,86741,prior,1,4,16,
464540,2568585,27969,prior,26,0,14,8.0
5431,3201959,324,prior,6,2,16,9.0
1464867,2477287,88045,prior,11,1,7,14.0
2551022,2063139,153499,prior,7,6,8,4.0
1909141,2351016,114636,prior,15,4,9,30.0
1083730,2254671,65287,prior,26,3,13,8.0
842042,3054768,50591,prior,20,2,14,20.0
2192975,2803499,132022,prior,97,3,22,3.0
2967448,2182244,179098,train,8,4,16,30.0
1475756,1126380,88688,prior,8,0,7,4.0
2495764,2784119,150230,prior,42,2,16,3.0
737316,1186556,44381,prior,12,3,9,14.0
639458,695030,38519,prior,36,5,15,0.0
923048,2723103,55400,prior,16,1,15,6.0
579245,385510,34885,prior,2,4,13,6.0
987351,995114,59357,prior,11,0,18,8.0
3181431,1873160,191830,test,10,2,9,30.0
834299,1230494,50123,prior,4,2,19,9.0
427002,3270506,25644,prior,7,5,16,18.0
2102189,2812358,126405,prior,24,6,12,5.0
870884,2605097,52339,prior,3,2,11,17.0
1128354,2993297,67842,prior,4,0,17,30.0
3010148,957003,181645,prior,36,2,14,7.0
267086,1418459,16178,prior,2,3,16,10.0
3169877,3182490,191132,prior,4,0,17,11.0
2238772,2029163,134861,test,4,2,18,10.0
3164704,977231,190824,test,5,4,21,30.0
275248,838866,16648,prior,31,0,21,7.0
870431,1649119,52307,prior,7,4,20,2.0
1373465,2126798,82538,prior,21,6,15,4.0
2688865,1348499,161943,prior,15,6,18,4.0
2874061,2909223,173402,prior,17,0,13,17.0
1809485,2644261,108655,prior,2,4,17,6.0
525361,1383093,31670,prior,7,0,14,30.0
1314680,2900571,79020,prior,5,0,9,7.0
790706,2946722,47549,prior,21,5,16,8.0
1230072,298872,73922,prior,3,0,10,7.0
1837246,2449847,110318,prior,8,0,8,7.0
2030596,143966,121984,prior,60,5,17,4.0
2099857,2590657,126261,prior,30,1,10,10.0
1286800,3107221,77371,prior,15,6,14,4.0
1249029,1353518,75096,prior,3,5,18,30.0
725818,1260740,43679,prior,1,0,18,
1549250,849413,93062,prior,74,2,22,2.0
137018,1687120,8243,prior,6,2,19,4.0
165494,1960662,9988,train,4,2,11,30.0
3247361,2091960,195732,prior,15,4,20,30.0
2556297,213934,153824,train,5,3,12,14.0
318383,2953059,19282,prior,36,6,19,2.0
2552323,1418630,153569,prior,38,1,16,6.0
2706155,1891926,162988,prior,3,0,17,9.0
1741903,540047,104584,prior,46,2,16,12.0
1602845,47403,96230,prior,10,5,15,2.0
2484469,815502,149537,prior,7,5,23,25.0
3019721,969217,182238,prior,1,2,13,
665102,270810,40063,prior,2,2,18,30.0
2367776,2929411,142518,prior,9,5,19,6.0
805344,3211782,48449,prior,33,5,7,5.0
3376952,1079982,203489,test,14,0,12,14.0
2875568,1151820,173503,prior,16,1,10,30.0
695636,2004582,41938,prior,2,1,16,14.0
2724890,146252,164129,prior,5,0,10,30.0
2725615,364161,164177,prior,3,1,10,8.0
3008157,3371187,181517,prior,4,6,9,9.0
1979798,1893023,118887,prior,3,0,19,14.0
2707568,2491390,163069,prior,2,1,8,7.0
1919237,339085,115261,prior,8,6,7,6.0
2779788,3209583,167592,prior,2,4,9,6.0
964024,2009314,57883,prior,4,5,17,1.0
959171,514769,57573,prior,18,5,10,7.0
686870,856894,41392,prior,37,4,10,3.0
185430,2535941,11205,prior,45,4,13,8.0
3160580,3231071,190550,test,23,0,14,16.0
1069807,550499,64433,prior,12,6,9,4.0
710876,1228932,42833,prior,8,6,16,11.0
1567428,3329217,94183,prior,31,1,12,6.0
1555887,1714166,93465,prior,6,2,11,15.0
2253908,2280276,135757,prior,12,3,5,11.0
3192294,108386,192484,prior,6,4,5,9.0
2071338,1681912,124517,train,18,4,18,6.0
3338561,2595656,201248,prior,40,2,13,2.0
1367740,3302305,82204,prior,2,6,13,5.0
2603508,3053677,156719,prior,38,4,19,1.0
3053776,2937188,184183,prior,5,1,9,18.0
1819271,1899167,109260,prior,8,1,13,5.0
3179058,1900254,191698,prior,11,4,10,5.0
952016,2253462,57112,prior,16,5,10,9.0
1161468,1140419,69809,prior,23,0,7,6.0
899742,2711607,54037,prior,20,3,19,6.0
352182,345090,21281,prior,5,5,12,2.0
2400676,1061024,144459,prior,1,5,21,
752956,429203,45325,train,15,0,20,14.0
1326074,1200990,79665,prior,10,1,11,6.0
2537809,2248789,152698,prior,6,0,12,14.0
2405737,1862291,144802,prior,8,6,20,1.0
684888,551865,41276,prior,16,5,7,7.0
957956,110637,57501,prior,3,3,14,4.0
747046,1717476,44967,prior,2,3,16,7.0
800334,26885,48124,prior,2,4,14,29.0
157506,1256734,9476,prior,1,1,12,
1540924,1256761,92553,train,4,3,10,30.0
1276225,703365,76750,prior,20,2,15,8.0
1760970,2102653,105700,prior,20,1,18,5.0
3346767,1377302,201730,train,16,5,17,5.0
2058113,404503,123710,prior,9,2,12,7.0
586816,2788756,35356,test,19,4,9,8.0
704337,2408242,42421,prior,3,5,12,3.0
179712,624960,10850,prior,47,5,17,13.0
398481,140409,23957,prior,10,1,16,7.0
1658355,146855,99570,prior,98,4,21,0.0
3165831,2061479,190890,prior,4,4,18,17.0
2098156,1771231,126152,prior,64,6,17,0.0
1318413,2889078,79249,prior,10,6,15,3.0
3413919,1383324,205778,prior,3,2,13,30.0
1935622,2617723,116255,prior,45,2,4,1.0
492380,1582215,29709,prior,7,6,15,10.0
2072581,940646,124608,prior,21,6,10,5.0
1301853,981943,78251,prior,11,4,1,4.0
2941611,2679388,177478,prior,20,2,11,8.0
2270564,903669,136724,prior,4,5,9,0.0
1649002,2808933,99011,prior,1,0,16,
1517432,1523981,91201,prior,9,1,9,8.0
1813788,3294159,108932,prior,3,1,13,4.0
1227511,2616540,73754,prior,2,1,9,30.0
2160088,605256,129938,prior,6,0,6,14.0
2157824,61800,129785,prior,24,2,20,6.0
2499044,734103,150417,prior,24,1,18,10.0
1916751,1778365,115100,prior,5,0,17,16.0
1884032,732159,113096,test,9,1,13,30.0
3005179,2720840,181334,prior,15,1,17,2.0
864130,177285,51924,prior,2,6,16,30.0
433807,776469,26069,prior,9,4,0,11.0
2849325,2824016,171905,prior,6,3,9,30.0
2815731,1189183,169901,prior,15,1,14,6.0
2040906,1065536,122640,train,19,0,9,3.0
407974,3274276,24562,prior,74,3,11,1.0
2036169,2636479,122339,prior,10,3,12,30.0
1013558,1798279,60892,prior,3,4,12,21.0
2582192,1550709,155422,prior,29,5,23,2.0
2915431,1843539,175874,prior,5,0,14,7.0
1640004,196747,98477,prior,3,5,17,19.0
678450,1187589,40899,train,13,2,8,4.0
989786,1475008,59492,prior,19,2,10,7.0
997700,2788079,59955,prior,2,0,13,9.0
39840,2980909,2458,prior,4,6,15,30.0
2503762,2006893,150726,prior,6,5,13,30.0
655017,1086546,39451,prior,28,3,7,4.0
2039161,382226,122528,prior,27,1,16,7.0
1268982,1505109,76309,prior,27,2,18,6.0
2622608,437892,157895,prior,11,0,15,4.0
1502613,2632154,90295,prior,14,4,12,7.0
1303310,240021,78331,prior,29,6,15,2.0
344022,61036,20822,prior,29,1,10,1.0
3396391,1362999,204681,prior,30,1,5,5.0
1347845,1244010,80980,prior,5,1,10,2.0
2129002,3255061,128040,prior,14,1,17,4.0
768462,627823,46193,prior,38,4,10,7.0
3217533,216976,194006,prior,39,1,21,2.0
2380764,3184684,143274,prior,32,5,13,1.0
1553018,3384600,93269,prior,33,6,12,6.0
3366378,1650764,202910,prior,2,1,19,19.0
2485375,2983645,149595,prior,37,1,11,14.0
1738244,398050,104354,prior,7,4,9,1.0
1245884,2050295,74898,prior,17,5,11,18.0
2938519,2766989,177276,prior,10,3,15,26.0
1654855,1154943,99352,prior,82,1,7,3.0
2046647,2244131,122978,prior,2,5,12,28.0
2771439,950668,167081,prior,34,4,10,8.0
1395070,2555896,83855,prior,15,5,19,23.0
1566264,1717569,94104,prior,9,3,16,3.0
2969540,2764715,179229,train,6,0,15,13.0
1469154,758100,88291,prior,4,2,20,15.0
1253146,1155786,75368,train,7,4,13,30.0
1522594,586858,91472,prior,5,0,9,7.0
610764,1736557,36822,prior,4,4,12,8.0
2729232,1081950,164426,prior,8,6,12,3.0
1554878,1120016,93405,prior,4,6,16,19.0
794575,998006,47782,prior,3,4,11,8.0
138125,303484,8303,prior,42,5,19,8.0
412821,1497241,24849,prior,6,6,13,15.0
1604532,2935602,96334,prior,2,1,16,9.0
2225851,130045,134090,prior,21,6,16,4.0
1473211,840174,88519,prior,30,4,9,7.0
3101517,1801018,187027,prior,46,2,9,3.0
293383,3384928,17750,prior,6,1,17,7.0
1593488,3350826,95686,prior,5,3,10,5.0
3227551,2045345,194567,prior,88,2,11,5.0
1200860,1161622,72179,prior,7,4,9,2.0
3173901,2160538,191383,prior,28,5,19,5.0
1281686,833332,77077,prior,1,4,11,
1030633,287234,61988,prior,13,3,17,7.0
293222,2278855,17745,prior,14,4,17,14.0
2734088,1668847,164756,prior,32,4,18,6.0
794931,2201090,47805,prior,6,0,23,10.0
2901974,2955935,175102,prior,15,0,8,6.0
2952671,1979376,178170,prior,5,0,14,7.0
2304545,401521,138767,prior,28,5,11,5.0
2417605,1196874,145488,prior,4,1,18,12.0
3023885,531559,182466,prior,5,3,19,30.0
2632573,1564520,158513,prior,19,1,9,14.0
42372,577283,2604,train,98,0,19,4.0
2080695,3173877,125122,prior,16,6,16,6.0
1903961,2324188,114311,prior,39,6,8,7.0
1568614,2115639,94249,prior,42,0,9,2.0
2369520,778765,142634,prior,11,5,17,30.0
1166195,2162795,70083,prior,40,0,16,3.0
1159188,3374606,69658,prior,5,0,11,30.0
3059942,1183739,184567,train,16,1,11,6.0
2858855,2441245,172488,prior,40,5,15,3.0
1563151,522192,93901,prior,10,1,9,14.0
1566589,3132304,94129,prior,1,1,10,
1448238,1601358,87024,prior,4,4,16,30.0
1486673,655001,89357,prior,5,6,12,30.0
219459,1549647,13260,prior,23,3,16,8.0
2114439,1901398,127160,prior,16,6,23,26.0
1216981,2631771,73154,prior,38,4,10,7.0
114151,2321211,6906,prior,6,3,12,30.0
563878,3309115,33967,prior,2,3,19,2.0
313834,2240509,18993,prior,10,6,10,4.0
95891,1325756,5797,prior,15,5,16,30.0
2459397,1993921,148024,prior,56,1,15,3.0
2912972,891546,175727,prior,1,1,9,
645125,1541669,38858,prior,2,3,13,30.0
1018022,1749081,61189,train,8,2,11,5.0
879578,568145,52855,prior,5,2,9,15.0
2132174,1503549,128228,prior,53,0,16,22.0
1235811,1555021,74299,prior,14,0,11,30.0
1285825,1589208,77311,prior,1,3,8,
1275092,3184135,76679,prior,24,1,22,6.0
3113678,117693,187756,prior,26,0,14,7.0
724277,33243,43591,prior,49,2,12,12.0
2374441,1208990,142924,prior,2,1,16,5.0
213873,193274,12917,prior,6,3,13,9.0
3226554,2974493,194512,prior,31,1,14,17.0
1737598,449032,104327,prior,2,4,18,18.0
3105618,3138546,187281,prior,18,6,8,15.0
1751391,2165067,105134,prior,23,4,19,5.0
2954244,1958681,178266,prior,9,5,14,4.0
2718849,637541,163772,prior,4,6,13,5.0
2687975,2485292,161889,prior,17,5,16,4.0
1741171,114402,104546,prior,14,2,15,30.0
2823185,175326,170325,prior,38,3,10,7.0
2311112,2589845,139172,prior,10,5,9,30.0
1857968,2524087,111533,prior,7,2,11,4.0
1734594,1772693,104141,prior,70,4,17,0.0
3258988,217168,196418,prior,5,1,15,4.0
